total_area,rooms,ceiling_height,floors_total,living_area,floor,is_apartment,studio,open_plan,kitchen_area,balcony,cityCenters_nearest,floor_category
49.5,4,2.6,5.0,37.4,3,False,False,False,5.4,0,13539.0,другой
53.4,1,2.7,23.0,18.1,2,False,False,False,12.0,0,13118.0,другой
40.0,2,2.5,9.0,29.0,5,False,False,False,6.0,0,13636.0,другой
50.1,2,2.5,5.0,28.3,5,False,False,False,6.8,1,11594.0,последний
59.9,3,2.55,9.0,39.3,9,False,False,False,6.0,1,12921.0,последний
39.2,1,2.8,19.0,18.8,13,False,False,False,13.26,2,15178.0,другой
48.8,1,2.75,24.0,17.6,3,False,False,False,12.5,2,17634.0,другой
42.4,2,2.53,5.0,27.7,4,False,False,False,6.0,1,8736.0,другой
153.0,4,3.05,17.0,86.1,9,False,False,False,19.4,0,8460.0,другой
72.0,1,3.0,8.0,17.9,5,False,False,False,11.9,0,6473.0,другой
67.5,3,2.5,9.0,44.0,7,False,False,False,8.8,0,12353.0,другой
56.4,2,2.7,16.0,31.0,9,False,False,False,10.0,2,22291.0,другой
33.35,1,2.75,19.0,16.4,6,False,False,False,8.9,0,15985.0,другой
42.0,1,2.6,14.0,21.6,4,False,False,False,10.4,2,14739.0,другой
43.01,1,2.76,10.0,21.77,5,False,False,False,11.41,1,4768.0,другой
39.0,1,2.65,10.0,20.0,8,False,False,False,10.7,0,15118.0,другой
50.1,1,2.7,16.0,26.6,7,False,False,False,7.2,0,16296.0,другой
65.6,3,2.5,9.0,30.8,3,False,False,False,6.3,0,16140.0,другой
80.0,3,2.7,16.0,49.0,2,False,False,False,13.2,0,22271.0,другой
48.2,1,2.6,5.0,19.8,5,False,False,False,9.4,0,3412.0,последний
32.0,1,2.5,9.0,16.0,7,False,False,False,8.0,0,12144.0,другой
47.0,1,2.6,14.0,17.5,9,False,False,False,14.0,1,10660.0,другой
49.4,2,2.65,12.0,30.2,11,False,False,False,7.2,2,10325.0,другой
40.95,1,2.75,26.0,15.45,18,False,False,False,14.0,0,19602.0,другой
37.4,1,2.75,24.0,18.5,22,False,False,False,9.9,0,13449.0,другой
54.0,3,2.6,12.0,33.0,6,False,False,False,8.0,0,14729.0,другой
57.0,2,2.65,18.0,32.2,5,False,False,False,11.8,0,13244.0,другой
121.3,4,2.75,17.0,75.0,2,False,False,False,14.0,0,11065.0,другой
72.0,2,3.0,25.0,36.0,9,False,False,False,14.0,2,12738.0,другой
102.8,5,2.77,2.0,71.0,1,False,False,False,13.6,0,8402.0,первый
62.6,3,2.6,9.0,39.6,2,False,False,False,9.6,0,15838.0,другой
57.5,2,2.6,24.0,33.2,16,False,False,False,9.3,2,11389.0,другой
30.0,1,2.6,9.0,15.1,3,False,False,False,6.7,0,14280.0,другой
51.7,2,2.55,9.0,30.9,5,False,False,False,7.6,0,11632.0,другой
44.9,2,2.5,5.0,27.4,3,False,False,False,7.2,0,16271.0,другой
68.8,2,2.68,25.0,37.300003,16,False,False,False,15.4,2,10087.0,другой
43.4,1,2.85,9.0,19.1,2,False,False,False,8.6,0,6027.0,другой
55.1,2,2.55,9.0,32.0,8,False,False,False,9.0,0,21748.0,другой
45.2,1,2.6,25.0,19.0,2,False,False,False,9.8,0,14329.0,другой
47.8,2,2.6,16.0,29.0,15,False,False,False,8.0,2,15352.0,другой
40.5,1,2.7,10.0,20.0,2,False,False,False,11.5,2,12283.0,другой
60.6,3,2.55,9.0,40.8,7,False,False,False,6.0,2,13490.0,другой
50.0,4,2.5,5.0,60.3,5,False,False,False,9.0,0,17721.0,последний
42.0,2,2.6,5.0,26.0,5,False,False,False,7.0,1,8922.0,последний
104.0,3,2.8,16.0,60.0,8,False,False,False,14.4,2,8005.0,другой
35.2,1,2.55,17.0,18.6,14,False,False,False,8.3,0,10735.0,другой
42.0,1,2.75,25.0,20.9,13,False,False,False,10.5,2,14616.0,другой
80.1,2,2.7,22.0,38.5,21,False,False,False,12.0,0,14693.0,другой
86.0,3,3.0,5.0,58.1,3,False,False,False,9.0,0,15289.0,другой
30.2,1,2.5,5.0,14.9,5,False,False,False,6.0,0,13682.0,последний
46.1,2,2.5,5.0,29.5,1,False,False,False,5.2,2,10894.0,первый
48.5,2,2.6,12.0,28.6,4,False,False,False,7.7,2,15971.0,другой
52.2,2,2.55,9.0,29.0,6,False,False,False,7.0,0,11063.0,другой
31.2,1,2.5,9.0,15.6,2,False,False,False,8.2,0,13496.0,другой
91.5,3,2.7,23.0,56.12,17,False,False,False,14.04,0,9508.0,другой
71.6,3,2.5,9.0,48.2,9,False,False,False,7.6,1,16285.0,последний
36.9,1,2.5,16.0,18.6,10,False,False,False,9.3,0,16030.0,другой
118.0,5,2.8,5.0,76.4,1,False,False,False,13.0,0,4503.0,первый
66.9,3,2.6,9.0,46.6,3,False,False,False,7.0,1,15445.0,другой
34.0,1,2.6,10.0,18.3,3,False,False,False,10.7,0,12970.0,другой
70.0,3,2.5,9.0,43.0,6,False,False,False,8.0,0,14779.0,другой
92.4,2,3.2,6.0,55.5,5,False,False,False,16.5,4,3506.0,другой
35.8,1,2.7,7.0,18.2,7,False,False,False,6.2,1,9164.0,последний
283.0,5,3.4,5.0,177.0,5,False,False,False,21.0,0,3399.0,последний
118.5,5,3.2,6.0,78.0,3,False,False,False,14.0,2,5733.0,другой
44.0,2,2.55,9.0,29.0,1,False,False,False,6.8,0,13002.0,первый
58.54,2,2.65,12.0,28.36,8,False,False,False,16.27,0,12409.0,другой
90.3,2,3.0,8.0,48.4,4,False,False,False,19.1,0,6556.0,другой
34.0,1,2.5,9.0,19.7,9,False,False,False,6.0,1,12041.0,последний
48.6,2,2.5,5.0,29.6,2,False,False,False,5.5,0,10199.0,другой
42.0,3,2.6,5.0,44.0,1,False,False,False,8.0,0,12577.0,первый
81.0,3,3.4,6.0,55.0,3,False,False,False,21.0,0,3478.0,другой
34.5,1,2.5,9.0,20.0,9,False,False,False,8.4,2,14874.0,последний
50.0,2,2.5,5.0,29.6,5,False,False,False,6.0,0,23231.0,последний
46.0,2,2.5,9.0,30.0,6,False,False,False,7.0,2,16686.0,другой
60.0,3,2.5,9.0,42.3,8,False,False,False,7.0,0,15929.0,другой
33.0,1,2.56,9.0,18.3,7,False,False,False,7.0,0,15881.0,другой
52.0,2,2.7,12.0,31.0,8,False,False,False,8.0,1,12604.0,другой
50.0,4,2.6,5.0,37.4,4,False,False,False,6.0,0,12863.0,другой
57.0,2,2.75,25.0,28.3,13,False,False,False,9.16,2,9760.0,другой
40.0,1,2.7,22.0,17.5,20,False,False,False,12.2,2,9726.0,другой
65.0,3,2.5,9.0,37.6,3,False,False,False,10.1,0,10400.0,другой
31.0,1,2.5,5.0,17.0,3,False,False,False,6.0,1,11699.0,другой
38.4,1,2.55,16.0,18.0,11,False,False,False,9.0,2,14837.0,другой
58.1,3,2.5,9.0,37.5,6,False,False,False,7.0,0,12698.0,другой
34.4,1,2.83,16.0,15.8,15,False,False,False,9.1,2,13445.0,другой
92.5,2,2.75,25.0,34.1,6,False,False,False,29.4,0,9289.0,другой
42.0,1,2.5,10.0,18.6,10,False,False,False,10.8,2,16174.0,последний
76.5,3,2.75,24.0,50.0,15,False,False,False,14.2,0,15047.0,другой
31.0,1,2.55,9.0,18.0,3,False,False,False,6.3,0,10667.0,другой
55.0,2,3.4,3.0,32.6,1,False,False,False,8.95,0,17041.0,первый
58.0,3,2.55,5.0,42.0,1,False,False,False,6.0,0,16098.0,первый
84.5,3,2.7,16.0,52.0,9,False,False,False,14.0,1,14687.0,другой
45.0,1,2.8,5.0,24.6,1,False,False,False,10.0,0,1754.0,первый
69.9,2,3.27,5.0,43.6,5,False,False,False,11.0,0,4725.0,последний
35.0,1,2.7,16.0,18.0,2,False,False,False,10.0,0,14133.0,другой
39.0,1,2.64,9.0,20.1,8,False,False,False,10.7,2,16219.0,другой
44.2,2,2.5,4.0,28.4,1,False,False,False,5.3,0,17380.0,первый
56.0,3,2.6,5.0,37.0,2,False,False,False,5.0,0,9969.0,другой
75.0,3,3.15,5.0,49.0,3,False,False,False,10.0,0,6209.0,другой
58.5,2,2.7,21.0,32.46,2,False,False,False,11.53,0,8322.0,другой
73.3,4,2.56,9.0,49.1,2,False,False,False,6.4,1,13882.0,другой
65.0,3,2.54,7.0,40.7,3,False,False,False,7.1,1,11015.0,другой
93.6,2,2.8,25.0,34.3,10,False,False,False,29.9,2,9289.0,другой
42.0,1,2.75,19.0,19.1,4,False,False,False,10.6,2,14445.0,другой
55.0,2,3.0,4.0,34.8,2,False,False,False,10.0,0,8158.0,другой
56.6,3,2.55,9.0,45.9,1,False,False,False,5.2,0,16956.0,первый
37.0,1,2.5,25.0,28.0,6,False,False,False,9.0,0,16166.0,другой
148.6,5,3.5,7.0,94.8,4,False,False,False,23.0,0,4728.0,другой
54.0,2,3.0,4.0,21.5,3,False,False,False,20.0,0,4831.0,другой
60.0,2,2.85,6.0,32.4,2,False,False,False,10.0,2,12847.0,другой
85.0,3,3.0,3.0,54.7,3,False,False,False,12.1,0,3848.0,последний
63.9,2,3.2,6.0,37.7,5,False,False,False,10.5,0,8636.0,другой
46.0,2,2.6,5.0,30.0,1,False,False,False,7.0,0,16689.0,первый
79.0,3,2.65,16.0,50.0,8,False,False,False,16.0,1,11493.0,другой
81.0,3,2.6,5.0,52.65,3,False,False,False,9.0,0,5600.0,другой
44.7,1,2.75,26.0,18.2,15,False,False,False,12.6,1,18194.0,другой
40.5,1,2.75,25.0,19.0,5,False,False,False,12.4,0,11925.0,другой
45.0,1,2.85,23.0,18.0,5,False,False,False,10.0,2,5249.0,другой
40.0,1,2.6,5.0,30.0,3,False,False,False,7.0,0,8514.0,другой
31.0,1,2.5,9.0,18.0,3,False,False,False,6.3,0,18312.0,другой
54.3,2,2.55,16.0,30.9,1,False,False,False,9.8,0,12863.0,первый
97.5,4,3.0,6.0,69.0,5,False,False,False,13.0,0,5561.0,другой
45.0,2,2.65,5.0,30.0,2,False,False,False,7.3,1,11792.0,другой
33.0,1,2.54,9.0,19.0,4,False,False,False,7.0,0,15089.0,другой
62.7,2,2.7,16.0,31.7,11,False,False,False,12.7,0,14122.0,другой
34.2,1,2.55,9.0,19.3,2,False,False,False,7.3,2,11795.0,другой
30.0,1,2.6,5.0,16.0,1,False,False,False,7.0,0,8313.0,первый
60.4,3,2.5,9.0,43.5,3,False,False,False,6.1,2,13826.0,другой
138.5,4,2.8,9.0,118.5,8,False,False,False,20.0,4,9461.0,другой
75.0,4,2.5,9.0,54.6,7,False,False,False,6.5,1,13063.0,другой
83.4,3,2.7,7.0,45.6,7,False,False,False,12.5,1,19328.0,последний
74.2,4,2.6,9.0,51.0,4,False,False,False,7.0,1,14995.0,другой
41.0,1,2.745,21.0,16.5,14,False,False,False,12.0,0,14153.0,другой
37.0,1,2.6,14.0,16.0,9,False,False,False,9.4,0,4358.0,другой
102.7,6,3.4,4.0,101.0,1,False,False,False,21.0,0,5464.0,первый
90.0,4,3.85,3.0,48.0,3,False,False,False,10.8,0,2322.0,последний
44.0,2,2.5,9.0,27.0,6,False,False,False,6.5,2,16103.0,другой
46.5,2,2.55,9.0,29.6,7,False,False,False,6.2,0,15106.0,другой
43.9,2,2.6,5.0,27.9,4,False,False,False,5.0,0,17233.0,другой
39.4,1,2.75,24.0,16.3,1,False,False,False,11.4,0,17501.0,первый
62.0,3,2.55,9.0,40.5,2,False,False,False,9.6,2,16838.0,другой
41.6,1,2.8,17.0,16.4,5,False,False,False,12.0,2,15927.0,другой
46.5,1,3.0,3.0,20.8,1,False,False,False,11.27,0,20802.0,первый
48.0,2,2.65,9.0,26.2,5,False,False,False,8.1,2,6407.0,другой
41.0,1,2.7,12.0,20.0,4,False,False,False,10.0,0,12851.0,другой
74.0,3,2.65,5.0,53.0,2,False,False,False,10.0,0,4792.0,другой
34.0,1,2.5,9.0,18.0,9,False,False,False,8.0,0,16790.0,последний
51.2,1,2.84,17.0,20.0,15,False,False,False,12.0,2,14656.0,другой
48.1,2,2.75,23.0,26.6,5,False,False,False,8.44,2,16453.0,другой
105.0,3,2.7,13.0,38.1,3,False,False,False,30.0,0,9260.0,другой
74.8,4,2.65,9.0,50.9,6,False,False,False,10.8,2,11562.0,другой
84.7,3,3.2,5.0,55.9,4,False,False,False,8.4,1,9816.0,другой
123.0,4,3.15,6.0,70.3,2,False,False,False,14.0,0,5021.0,другой
66.0,2,3.0,24.0,38.1,24,False,False,False,14.7,2,14153.0,последний
39.7,1,2.75,19.0,14.8,1,False,False,False,14.3,0,8665.0,первый
87.5,3,3.0,4.0,58.0,3,False,False,False,9.7,0,14350.0,другой
72.2,2,3.0,4.0,45.0,3,False,False,False,11.5,0,11506.0,другой
120.0,4,3.55,6.0,71.0,2,False,False,False,7.0,0,5231.0,другой
90.0,3,3.15,5.0,73.0,3,False,False,False,12.0,0,2385.0,другой
51.0,2,2.6,5.0,31.0,1,False,False,False,7.0,0,9794.0,первый
114.0,3,3.4,5.0,51.0,2,False,False,False,41.0,1,9271.0,другой
63.3,2,2.75,24.0,33.7,4,False,False,False,13.0,0,13615.0,другой
34.2,1,2.5,9.0,17.7,5,False,False,False,9.0,0,15179.0,другой
40.3,1,2.81,16.0,17.7,2,False,False,False,8.7,2,15899.0,другой
93.7,3,2.62,10.0,54.3,10,False,False,False,13.9,5,14932.0,последний
46.0,2,2.6,5.0,30.8,2,False,False,False,6.4,0,10862.0,другой
39.0,1,2.7,16.0,20.0,7,False,False,False,7.0,0,10573.0,другой
51.0,1,2.6,10.0,20.55,9,False,False,False,11.2,0,5294.0,другой
66.2,3,2.55,9.0,46.1,2,False,False,False,7.0,0,15598.0,другой
59.8,3,2.5,9.0,37.4,7,False,False,False,7.2,0,13960.0,другой
51.7,2,2.7,15.0,30.6,3,False,False,False,10.3,1,13492.0,другой
57.4,2,2.7,7.0,36.3,2,False,False,False,7.8,0,10448.0,другой
57.35,2,2.6,16.0,32.0,4,False,False,False,10.69,2,8627.0,другой
71.0,2,2.64,9.0,34.0,2,False,False,False,17.0,0,5164.0,другой
40.0,1,2.7,16.0,18.0,14,False,False,False,11.0,0,13954.0,другой
46.0,2,2.57,5.0,30.0,2,False,False,False,7.0,0,14915.0,другой
66.0,3,2.6,14.0,42.3,5,False,False,False,8.0,2,14908.0,другой
46.4,2,2.55,5.0,30.3,2,False,False,False,5.6,1,15713.0,другой
77.0,4,2.5,9.0,57.0,4,False,False,False,10.0,1,15033.0,другой
63.0,3,2.6,5.0,35.0,3,False,False,False,10.0,0,743.0,другой
39.0,1,2.7,16.0,17.8,3,False,False,False,10.0,0,22849.0,другой
56.1,2,3.1,6.0,34.3,4,False,False,False,8.3,1,7287.0,другой
40.58,1,2.75,19.0,15.93,17,False,False,False,13.21,1,16699.0,другой
60.0,3,2.5,9.0,41.9,2,False,False,False,7.0,0,14287.0,другой
32.0,1,2.8,16.0,14.5,2,False,False,False,9.5,0,11884.0,другой
85.1,4,3.0,5.0,63.7,4,False,False,False,9.2,0,5251.0,другой
29.0,1,2.5,9.0,15.0,8,False,False,False,7.0,0,14207.0,другой
42.7,1,2.6,10.0,19.3,2,False,False,False,11.3,0,4281.0,другой
62.0,2,2.8,12.0,36.7,9,False,False,False,10.8,0,8084.0,другой
72.9,4,2.55,9.0,46.1,4,False,False,False,6.3,0,11347.0,другой
151.6,4,2.55,9.0,63.31,5,False,False,False,56.0,0,4800.0,другой
85.0,2,3.1,20.0,23.3,7,False,False,False,39.0,0,10263.0,другой
71.25,2,2.75,20.0,33.495000000000005,8,False,False,False,15.3,2,10581.0,другой
40.0,1,2.75,25.0,20.0,24,False,False,False,10.0,0,14943.0,другой
52.2,2,2.6,9.0,30.6,1,False,False,False,7.0,2,11732.0,первый
56.0,3,2.5,9.0,38.5,7,False,False,False,7.0,2,13063.0,другой
45.2,2,2.5,5.0,31.6,4,False,False,False,5.6,1,15195.0,другой
32.0,1,2.7,5.0,18.2,5,False,False,False,5.5,1,8382.0,последний
44.1,2,2.5,9.0,26.4,1,False,False,False,6.3,2,16333.0,первый
55.8,2,2.6,16.0,27.0,16,False,False,False,10.0,0,15610.0,последний
101.0,3,2.8,25.0,52.6,21,False,False,False,15.6,0,18785.0,другой
184.4,7,3.15,6.0,125.7,5,False,False,False,23.1,0,2923.0,другой
30.0,1,2.5,9.0,14.9,3,False,False,False,8.5,1,14775.0,другой
44.0,1,2.7,20.0,15.5,20,False,False,False,11.5,0,15985.0,последний
33.7,1,2.5,9.0,18.2,7,False,False,False,8.8,1,14042.0,другой
78.1,3,2.83,7.0,44.5,2,False,False,False,14.0,2,8084.0,другой
70.0,2,2.7,13.0,40.0,7,False,False,False,11.0,0,9436.0,другой
55.0,2,2.5,9.0,31.1,9,False,False,False,6.2,1,18124.0,последний
62.0,2,2.68,25.0,26.599998,23,False,False,False,11.0,2,9681.0,другой
52.0,2,2.6,15.0,29.5,13,False,False,False,8.0,2,16201.0,другой
32.4,1,2.55,9.0,17.8,9,False,False,False,6.2,0,14807.0,последний
40.7,1,2.8,12.0,16.7,9,False,False,False,11.5,1,16722.0,другой
63.8,3,2.5,16.0,42.0,7,False,False,False,10.0,0,14262.0,другой
80.0,3,2.8,19.0,45.0,10,False,False,False,9.0,3,13496.0,другой
65.6,3,3.15,5.0,40.1,5,False,False,False,6.8,0,9290.0,последний
43.0,1,2.5,24.0,20.0,4,False,False,False,15.0,0,11459.0,другой
33.0,1,2.75,25.0,14.0,2,False,False,False,7.0,0,16002.0,другой
39.0,1,2.65,17.0,20.0,2,False,False,False,8.0,0,14785.0,другой
42.7,2,2.52,5.0,27.6,5,False,False,False,5.0,0,8305.0,последний
50.7,2,2.65,16.0,32.0,6,False,False,False,10.5,0,11646.0,другой
56.6,3,2.5,9.0,37.5,7,False,False,False,8.1,1,13787.0,другой
39.0,1,2.745,21.0,18.0,9,False,False,False,11.0,0,13841.0,другой
36.5,1,2.75,25.0,17.1,22,False,False,False,9.6,0,12158.0,другой
77.0,3,2.7,10.0,50.0,1,False,False,False,11.0,2,15859.0,первый
73.9,3,3.2,6.0,40.9,5,False,False,False,11.4,0,3567.0,другой
74.6,2,2.8,12.0,38.2,11,False,False,False,12.0,0,10720.0,другой
32.0,1,2.6,9.0,18.6,5,False,False,False,6.7,0,15995.0,другой
47.0,2,3.2,6.0,24.6,6,False,False,False,7.12,0,6116.0,последний
58.5,2,2.7,17.0,31.4,4,False,False,False,11.8,0,9014.0,другой
37.0,1,2.6,15.0,18.0,3,False,False,False,8.5,2,12580.0,другой
45.0,2,2.6,5.0,30.0,1,False,False,False,7.0,0,11481.0,первый
52.3,2,2.65,12.0,31.0,4,False,False,False,10.3,0,13643.0,другой
35.8,1,2.7,16.0,14.3,3,False,False,False,9.8,2,13343.0,другой
31.0,1,2.48,5.0,17.0,1,False,False,False,6.0,0,9488.0,первый
30.0,1,2.52,7.0,15.3,1,False,False,False,7.0,0,11544.0,первый
46.0,2,2.5,5.0,30.0,1,False,False,False,5.0,0,11970.0,первый
43.8,2,2.5,5.0,29.0,5,False,False,False,5.8,0,8344.0,последний
80.0,2,3.0,4.0,30.5,4,False,False,False,23.8,0,13229.0,последний
50.9,2,2.5,9.0,32.2,5,False,False,False,6.5,0,13719.0,другой
70.0,3,2.65,12.0,44.5,11,False,False,False,8.0,1,11660.0,другой
67.6,3,4.0,5.0,44.1,2,False,False,False,9.0,0,3510.0,другой
40.8,1,3.15,6.0,17.4,1,False,False,False,7.4,0,10407.0,первый
86.0,3,3.0,5.0,51.3,2,False,False,False,9.5,0,5992.0,другой
130.0,5,2.6,5.0,83.0,2,False,False,False,14.0,0,4235.0,другой
48.0,2,2.7,9.0,28.0,4,False,False,False,7.6,1,6185.0,другой
45.0,1,2.75,7.0,20.0,7,False,False,False,12.0,1,9861.0,последний
38.7,1,2.75,24.0,19.2,13,False,False,False,10.3,1,14898.0,другой
30.8,1,2.5,9.0,18.0,7,False,False,False,6.0,0,16603.0,другой
120.0,5,3.0,6.0,81.0,5,False,False,False,11.0,0,5489.0,другой
57.2,3,2.55,5.0,39.3,4,False,False,False,6.1,2,15980.0,другой
75.8,3,2.95,5.0,52.8,2,False,False,False,9.2,0,11575.0,другой
32.2,1,3.0,5.0,15.7,1,False,False,False,8.8,0,5263.0,первый
104.1,4,2.95,5.0,73.4,2,False,False,False,9.4,4,7647.0,другой
25.0,1,2.52,5.0,17.2,5,False,False,False,6.0,0,9514.0,последний
65.3,3,2.5,12.0,42.1,3,False,False,False,8.9,1,16735.0,другой
116.0,3,2.5,4.0,80.0,4,False,False,False,13.0,0,9110.0,последний
134.0,4,2.7,18.0,78.0,17,False,False,False,30.0,0,11920.0,другой
85.0,3,3.0,4.0,56.0,3,False,False,False,12.0,0,4615.0,другой
61.5,3,3.15,6.0,44.0,4,False,False,False,12.0,0,4734.0,другой
29.2,1,2.5,5.0,15.0,2,False,False,False,7.0,1,12320.0,другой
49.0,2,2.6,5.0,32.0,5,False,False,False,5.5,0,11593.0,последний
63.0,3,2.5,9.0,44.4,8,False,False,False,6.5,2,16526.0,другой
44.2,2,2.55,9.0,26.6,4,False,False,False,6.3,0,15198.0,другой
46.0,1,2.75,19.0,17.3,18,False,False,False,17.5,2,15486.0,другой
62.0,2,3.5,5.0,29.0,1,False,False,False,13.0,0,6046.0,первый
63.0,3,2.5,9.0,38.0,1,False,False,False,9.0,0,11555.0,первый
53.0,2,2.6,18.0,32.0,9,False,False,False,9.0,1,12702.0,другой
50.0,2,2.55,9.0,29.0,4,False,False,False,6.3,0,12921.0,другой
61.6,2,3.05,4.0,32.8,1,False,False,False,8.4,0,11277.0,первый
69.0,2,2.9,5.0,42.0,2,False,False,False,13.0,0,5131.0,другой
60.0,3,2.5,9.0,41.9,6,False,False,False,6.0,0,15204.0,другой
41.0,1,2.75,17.0,17.3,11,False,False,False,10.3,2,17634.0,другой
55.1,1,2.5,14.0,33.1,14,False,False,False,7.5,0,16319.0,последний
67.0,2,2.8,27.0,34.8,25,False,False,False,14.1,0,14592.0,другой
85.2,2,3.0,8.0,38.0,2,False,False,False,41.1,0,16361.0,другой
84.08,2,2.75,20.0,33.495000000000005,10,False,False,False,14.93,5,10330.0,другой
57.4,3,2.75,9.0,37.1,5,False,False,False,8.5,2,14504.0,другой
55.8,2,2.5,9.0,31.3,9,False,False,False,8.0,0,11238.0,последний
41.6,1,2.77,14.0,17.7,11,False,False,False,12.4,1,16186.0,другой
34.1,1,2.54,9.0,20.7,9,False,False,False,6.0,1,11067.0,последний
56.8,2,2.6,16.0,32.5,7,False,False,False,9.3,0,16850.0,другой
46.4,1,2.75,16.0,16.4,13,False,False,False,17.5,0,14069.0,другой
65.4,2,2.7,20.0,37.0,11,False,False,False,11.6,0,13512.0,другой
41.5,3,2.5,5.0,30.2,2,False,False,False,5.2,0,12349.0,другой
70.5,2,3.0,23.0,34.0,21,False,False,False,12.6,2,16268.0,другой
57.6,3,2.55,9.0,42.0,1,False,False,False,6.0,2,15464.0,первый
58.0,3,2.6,10.0,46.9,5,False,False,False,6.0,5,12928.0,другой
91.5,3,2.6,5.0,61.5,5,False,False,False,9.2,0,7376.0,последний
53.8,2,2.75,25.0,25.3,12,False,False,False,14.4,0,15564.0,другой
38.4,1,2.75,25.0,20.0,13,False,False,False,10.4,2,14943.0,другой
98.2,3,2.5,16.0,53.7,9,False,False,False,18.7,0,16028.0,другой
100.0,4,3.15,6.0,70.3,1,False,False,False,14.0,0,5698.0,первый
44.71,1,2.77,22.0,18.46,14,False,False,False,10.79,2,12525.0,другой
80.0,3,3.0,4.0,53.0,4,False,False,False,7.8,0,8452.0,последний
120.0,3,3.0,4.0,52.5,2,False,False,False,17.5,0,5300.0,другой
70.7,3,2.65,12.0,45.1,12,False,False,False,8.2,5,12285.0,последний
44.1,2,2.5,5.0,27.7,1,False,False,False,5.9,0,10985.0,первый
78.3,3,2.8,19.0,43.3,5,False,False,False,12.1,4,15234.0,другой
60.8,3,2.5,5.0,42.2,3,False,False,False,7.0,1,16538.0,другой
62.4,3,2.55,9.0,39.5,9,False,False,False,9.6,2,17224.0,последний
36.0,1,2.6,14.0,18.0,7,False,False,False,8.0,0,13537.0,другой
50.0,1,2.57,22.0,23.2,19,False,False,False,12.3,2,14217.0,другой
57.0,2,2.7,23.0,35.0,17,False,False,False,10.0,0,11966.0,другой
131.8,3,2.6,12.0,81.6,7,False,False,False,17.7,0,6040.0,другой
52.2,2,2.5,9.0,27.3,6,False,False,False,8.0,0,12553.0,другой
52.5,2,2.56,14.0,29.5,12,False,False,False,7.4,1,22748.0,другой
60.3,3,2.5,9.0,43.7,9,False,False,False,6.3,1,14537.0,последний
94.5,4,3.0,4.0,65.4,4,False,False,False,8.6,0,2447.0,последний
40.6,1,2.65,12.0,20.0,12,False,False,False,10.6,1,15998.0,последний
44.3,2,2.6,5.0,30.0,3,False,False,False,6.0,1,12105.0,другой
47.4,2,2.7,12.0,26.1,3,False,False,False,9.8,0,15114.0,другой
62.4,2,2.7,24.0,38.4,3,False,False,False,12.0,0,13360.0,другой
38.5,1,2.85,17.0,19.0,15,False,False,False,10.6,2,17110.0,другой
33.0,2,3.1,4.0,34.8,2,False,False,False,10.0,0,2446.0,другой
46.0,2,2.52,9.0,26.8,6,False,False,False,6.2,0,10881.0,другой
53.3,2,3.0,5.0,34.0,1,False,False,False,8.0,0,6793.0,первый
84.0,3,3.75,4.0,58.0,2,False,False,False,10.0,0,3619.0,другой
46.0,2,2.5,5.0,30.0,1,False,False,False,7.3,0,15827.0,первый
118.0,3,2.5,11.0,60.0,4,False,False,False,40.0,0,4628.0,другой
60.0,2,2.75,24.0,29.8,15,False,False,False,14.2,0,9399.0,другой
72.0,3,3.0,4.0,50.95,4,False,False,False,10.4,0,7031.0,последний
44.5,2,3.2,6.0,33.0,6,False,False,False,7.0,0,5262.0,последний
38.6,1,2.5,16.0,15.3,11,False,False,False,9.0,2,12230.0,другой
29.0,1,2.96,9.0,15.0,4,False,False,False,7.0,0,14789.0,другой
67.5,2,2.7,25.0,32.25,3,False,False,False,11.9,1,15048.0,другой
30.0,1,2.5,5.0,18.0,2,False,False,False,6.0,0,14504.0,другой
147.98,4,3.08,11.0,69.24000000000001,1,False,False,False,22.3,0,4836.0,первый
47.4,2,2.5,5.0,28.3,2,False,False,False,5.5,0,12616.0,другой
39.5,1,2.75,24.0,20.0,14,False,False,False,10.3,0,14799.0,другой
37.19,1,2.75,25.0,14.59,7,False,False,False,10.72,2,12045.0,другой
62.7,3,2.55,10.0,46.9,7,False,False,False,11.0,0,14114.0,другой
51.3,2,2.7,13.0,24.9,9,False,False,False,8.0,0,4870.0,другой
86.9,3,2.8,17.0,51.0,2,False,False,False,12.7,0,15070.0,другой
55.0,2,2.8,16.0,21.0,3,False,False,False,21.0,2,15899.0,другой
50.0,2,2.7,16.0,27.0,1,False,False,False,10.8,0,15987.0,первый
39.0,1,2.7,18.0,18.0,16,False,False,False,11.0,2,14782.0,другой
73.0,3,2.55,10.0,47.0,4,False,False,False,9.0,0,7257.0,другой
82.3,3,3.0,9.0,49.8,7,False,False,False,12.0,0,15703.0,другой
65.0,2,2.7,35.0,32.1,23,False,False,False,8.9,0,20444.0,другой
41.0,1,2.75,24.0,19.0,7,False,False,False,11.0,0,14779.0,другой
42.0,1,2.76,22.0,19.0,15,False,False,False,10.0,0,14479.0,другой
100.6,7,3.0,4.0,161.0,2,True,False,False,17.75,0,3876.0,другой
44.0,2,2.6,10.0,28.0,10,False,False,False,6.5,1,13993.0,последний
29.0,1,2.7,16.0,20.0,16,False,False,False,5.0,1,17256.0,последний
60.5,3,2.55,9.0,42.0,1,False,False,False,7.5,2,14747.0,первый
37.0,1,2.75,20.0,14.0,2,False,False,False,13.0,0,17465.0,другой
91.0,3,2.75,24.0,50.0,21,False,False,False,20.0,2,9399.0,другой
